,Rk,PLAYER,POSITION,TEAM,POINTS,TRB,AST,STL,BLK,FG%,3P%,FT%,FGA,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TOV,PF,GP,MPG,ORPM,DRPM,RPM,WINS_RPM,PIE,PACE,W
307,325,Hollis Thompson,SG,NO/PHI,5.1,2.8,0.9,0.5,0.2,0.385,0.337,0.655,5,0.8,2.4,1.1,2.6,0.429,0.465,0.5,0.7,0.5,2.3,0.3,1.7,40,18.8,-0.82,-1.23,-2.05,0.38,5.8,98.46,12
308,326,Denzel Valentine,SG,CHI,5.1,2.6,1.1,0.5,0.1,0.354,0.351,0.778,5.1,1.3,3.6,0.5,1.4,0.363,0.481,0.2,0.3,0.2,2.5,0.9,1.5,57,17.1,-2.21,0.13,-2.08,0.64,5.8,97.94,28
309,327,Anthony Bennett,PF,BKN,5,3.4,0.5,0.2,0.1,0.413,0.271,0.722,4,0.6,2.1,1.1,1.9,0.568,0.484,1.1,1.6,1.1,2.3,0.5,0.8,23,11.5,-0.76,-1.29,-2.05,0.19,9.4,104.03,3
310,328,Aaron Brooks,PG,IND,5,1.1,1.9,0.4,0.1,0.403,0.375,0.8,4.6,0.7,2,1.1,2.6,0.424,0.483,0.5,0.6,0.3,0.8,1,1.4,65,13.8,-1.81,-1.47,-3.28,-0.09,6.2,96.55,36
311,329,Trey Burke,PG,WSH,5,0.8,1.8,0.2,0.1,0.455,0.443,0.759,4.5,0.5,1.2,1.5,3.2,0.459,0.516,0.4,0.5,0.1,0.7,0.8,0.9,57,12.3,-2.15,-3.09,-5.24,-0.92,8.1,96.37,35
312,330,Joakim Noah,C,NY,5,8.8,2.2,0.7,0.8,0.49,0,0.436,4.4,0,0,2.2,4.4,0.493,0.49,0.7,1.7,3.5,5.2,1.3,2.8,46,22.1,-2.23,1.17,-1.06,1.32,9.4,98.45,17
313,331,Thomas Robinson,PF,LAL,5,4.6,0.6,0.5,0.2,0.536,0,0.47,4.1,0,0,2.2,4.1,0.538,0.536,0.6,1.4,1.8,2.9,1,1.6,48,11.7,-1.68,-0.66,-2.34,0.28,11.4,99.31,15
314,332,Aron Baynes,C,DET,4.9,4.4,0.4,0.2,0.5,0.513,,0.84,3.7,0,0,1.9,3.7,0.513,0.513,1.1,1.3,1.5,3,0.7,2.2,75,15.5,-2.45,2.93,0.48,2.63,8.5,97.23,34
315,334,Juan Hernangomez,PF,DEN,4.9,3,0.5,0.5,0.2,0.451,0.407,0.75,3.6,0.7,1.8,0.9,1.8,0.495,0.554,0.9,1.2,0.7,2.3,0.5,1,62,13.6,-0.85,-0.69,-1.54,0.88,8.6,101.04,30
316,335,Mario Hezonja,SF,ORL,4.9,2.2,1,0.5,0.2,0.355,0.299,0.8,5.1,0.7,2.2,1.1,2.9,0.398,0.42,0.6,0.8,0.3,1.9,0.9,1.1,65,14.8,-4.4,-2.2,-6.6,-2.09,5.9,97.48,20
317,336,Josh McRoberts,PF,MIA,4.9,3.4,2.3,0.5,0.2,0.373,0.419,0.667,5.4,0.6,1.4,1.4,4,0.356,0.428,0.3,0.4,1,2.3,1,1.4,22,17.3,-2.87,-0.01,-2.88,0.06,7.1,93.81,6
318,337,Tiago Splitter,C,PHI,4.9,2.8,0.5,0.1,0.1,0.452,0.333,0.818,3.9,0.3,0.8,1.5,3.1,0.48,0.484,1.1,1.4,1,1.8,0.8,1,8,9.5,-1.97,0.69,-1.28,0.09,10.6,99.11,1
319,338,Luke Babbitt,SF,MIA,4.8,2.1,0.5,0.3,0.2,0.402,0.414,0.733,4.1,1.3,3.1,0.4,1,0.366,0.557,0.2,0.2,0.2,1.9,0.4,1.7,68,15.7,-0.64,1.24,0.6,2.5,5.4,97.22,35
320,339,Jarell Eddie,SF,PHX,4.8,1.4,0,0.2,0,0.316,0.25,0.889,3.8,0.8,3.2,0.4,0.6,0.667,0.421,1.6,1.8,0.2,1.2,0.2,0.2,5,12.4,-2.31,0.62,-1.69,0.06,8.2,109.87,0
321,340,Cristiano Felicio,C,CHI,4.8,4.7,0.6,0.4,0.3,0.579,,0.645,3.3,0,0,1.9,3.3,0.579,0.579,0.9,1.4,1.9,2.8,0.5,1.7,66,15.8,-1.55,0.39,-1.16,1.28,10,97.27,31
322,341,Kevin Seraphin,PF,IND,4.7,2.9,0.5,0.1,0.4,0.551,0,0.636,4,0,0,2.2,4,0.556,0.551,0.3,0.4,0.8,2.1,0.6,1.3,49,11.4,-2.94,-1.07,-4.01,-0.31,9.5,96.87,23
323,342,Isaiah Canaan,SG,CHI,4.6,1.3,0.9,0.6,0,0.364,0.266,0.909,4.4,0.6,2.4,1,2,0.481,0.436,0.8,0.8,0.2,1.1,0.5,0.9,39,15.2,-3,-1.12,-4.12,-0.37,5.6,96.46,19
324,343,Boris Diaw,PF,UTAH,4.6,2.2,2.3,0.2,0.1,0.446,0.247,0.743,4.5,0.3,1.1,1.7,3.4,0.512,0.477,0.4,0.5,0.6,1.5,1.2,1.1,73,17.6,-2.58,-0.5,-3.08,0.03,7.1,93.08,45
325,344,Roy Hibbert,C,DEN/CHA,4.6,3.2,0.4,0.2,1,0.544,,0.813,3.1,0,0,1.7,3.1,0.544,0.544,1.3,1.6,1.1,2,0.7,2.1,48,14.2,-2.48,2.08,-0.4,1.21,7.1,98.94,24
326,345,Kris Humphries,PF,ATL,4.6,3.7,0.5,0.3,0.4,0.407,0.352,0.78,3.8,0.3,1,1.2,2.9,0.425,0.451,1.1,1.5,1.1,2.6,0.5,1.2,56,12.3,-2.3,0.41,-1.89,0.54,10.5,98.12,31
327,346,David West,C,GS,4.6,3,2.2,0.6,0.7,0.536,0.375,0.768,3.7,0,0.1,1.9,3.6,0.541,0.542,0.6,0.8,0.7,2.3,1.1,1.5,68,12.6,-1.47,3.54,2.07,2.81,12.3,96.84,56
328,347,Davis Bertans,PF,SA,4.5,1.5,0.7,0.3,0.4,0.44,0.399,0.824,3.5,1,2.6,0.5,0.9,0.557,0.588,0.4,0.5,0.3,1.1,0.5,1.1,67,12.1,0.07,-0.01,0.06,1.64,7.7,97.88,51
329,348,Corey Brewer,SF,HOU/LAL,4.5,2,1.2,0.7,0.2,0.422,0.229,0.735,4.2,0.3,1.4,1.5,2.8,0.522,0.461,0.6,0.8,0.4,1.6,0.7,1.6,82,15.6,-1.75,1,-0.75,1.99,5.7,101.21,47
330,349,Reggie Bullock,SF,DET,4.5,2.1,0.9,0.6,0.1,0.422,0.384,0.714,4.1,0.9,2.4,0.8,1.8,0.473,0.531,0.2,0.2,0.4,1.6,0.3,0.7,31,15.1,-0.98,0.57,-0.41,0.79,8.1,98.05,13
331,350,CJ Watson,PG,ORL,4.5,1.4,1.8,0.7,0,0.387,0.305,0.864,4,0.5,1.7,1,2.3,0.448,0.452,0.9,1.1,0.3,1.2,0.8,1.4,62,16.3,-2.41,-0.64,-3.05,0.05,6.3,98.51,20
332,352,Pierre Jackson,PG,DAL,4.4,1.1,2.4,0.3,0,0.333,0.273,0.857,4.9,0.4,1.4,1.3,3.5,0.357,0.372,0.8,0.9,0.1,1,0.4,0.6,8,10.5,-0.96,-0.76,-1.72,0.02,10.4,97.72,4
333,353,Stanley Johnson,SF,DET,4.4,2.5,1.4,0.7,0.3,0.353,0.292,0.679,4.7,0.6,2,1.1,2.7,0.398,0.415,0.5,0.7,0.5,2,0.9,1.6,77,17.8,-2.34,-0.04,-2.38,0.63,4.8,96.99,35
334,354,Jordan McRae,SG,CLE,4.4,1.1,0.5,0.2,0.2,0.387,0.353,0.794,4.1,0.5,1.4,1.1,2.7,0.404,0.447,0.7,0.9,0.2,0.9,0.4,0.8,37,10.4,-2.19,-1.87,-4.06,-0.23,5.9,97.04,26
335,355,Donatas Motiejunas,PF,NO,4.4,3,0.9,0.5,0.3,0.413,0.234,0.51,4.1,0.3,1.4,1.4,2.7,0.505,0.453,0.7,1.4,0.8,2.2,0.9,1.6,34,14.1,-2.51,-0.74,-3.25,-0.04,5.3,101.18,16
336,356,Lucas Nogueira,C,TOR,4.4,4.3,0.7,0.9,1.6,0.66,0.25,0.657,2.7,0.1,0.2,1.8,2.5,0.694,0.67,0.8,1.2,1.4,2.8,0.8,2.4,57,19.1,-0.61,3.34,2.73,4.03,8.5,97.57,34
337,357,Jarrod Uthoff,PF,DAL,4.4,2.4,1,0.2,0.4,0.421,0.333,0.714,4.2,0.3,1,1.4,3.2,0.448,0.461,0.6,0.8,0.9,1.6,0.3,0.9,9,12.8,-2.29,-0.76,-3.05,0.01,8.1,94.3,2
338,358,Noah Vonleh,PF,POR,4.4,5.2,0.4,0.4,0.4,0.481,0.35,0.638,3.6,0.1,0.3,1.7,3.4,0.492,0.494,0.8,1.3,1.8,3.5,0.9,2.1,74,17.1,-4.02,1.03,-2.99,0.11,7.3,98.18,38
339,359,Ed Davis,PF,POR,4.3,5.3,0.6,0.3,0.5,0.528,,0.617,3.1,0,0,1.6,3.1,0.528,0.528,1.1,1.8,2.1,3.2,0.8,3,46,17.2,-2.96,-0.06,-3.02,0.05,6.1,98.77,19
340,360,Tyler Ennis,PG,HOU/LAL,4.3,0.8,1.6,0.5,0,0.433,0.386,0.84,3.9,0.5,1.3,1.2,2.6,0.457,0.498,0.4,0.5,0.2,0.7,0.8,1.1,53,11.1,-1.36,-0.51,-1.87,0.49,7,100.23,28
341,361,Dorian Finney Smith,PF,DAL,4.3,2.7,0.8,0.6,0.3,0.372,0.293,0.754,4.1,0.7,2.4,0.8,1.8,0.479,0.456,0.6,0.8,0.7,2.1,0.6,1.5,81,20.3,-1.92,-0.3,-2.22,0.9,4.9,93.28,33
342,363,Brandon Rush,SG,MIN,4.2,2.1,1,0.5,0.5,0.374,0.386,0.722,4,0.9,2.4,0.6,1.6,0.356,0.492,0.3,0.4,0.3,1.8,0.6,0.9,47,21.9,-3.13,-0.73,-3.86,-0.48,4.3,96.76,15
343,364,Pascal Siakam,PF,TOR,4.2,3.4,0.3,0.5,0.8,0.502,0.143,0.688,3.7,0,0.1,1.9,3.6,0.515,0.505,0.4,0.6,1.2,2.2,0.6,2,55,15.6,-3.93,0.49,-3.44,-0.17,6,96.94,35
344,365,Ron Baker,SG,NY,4.1,1.9,2.1,0.7,0.2,0.378,0.267,0.651,4.2,0.4,1.7,1.1,2.5,0.45,0.431,0.5,0.8,0.2,1.7,1.1,1.4,52,16.5,-2.68,-0.56,-3.24,-0.06,5.7,96.85,14
345,366,Shabazz Napier,PG,POR,4.1,1.2,1.3,0.6,0,0.399,0.37,0.776,3.5,0.6,1.7,0.7,1.7,0.429,0.492,0.7,0.9,0.2,1,0.8,0.7,53,9.7,-0.12,-1.39,-1.51,0.51,9.4,95.63,26
346,367,Jason Terry,SG,MIL,4.1,1.4,1.3,0.6,0.3,0.432,0.427,0.828,3.3,1,2.3,0.4,1,0.444,0.582,0.3,0.4,0.2,1.2,0.5,1.3,74,18.4,-0.41,0.61,0.2,2.81,5.8,95.82,37
347,368,Kay Felder,PG,CLE,4,1,1.4,0.4,0.2,0.392,0.318,0.714,3.8,0.2,0.5,1.3,3.2,0.404,0.415,0.8,1.2,0.1,0.9,0.7,0.9,42,9.2,-3.39,-0.85,-4.24,-0.28,7.9,97.79,25
348,370,Thon Maker,C,MIL,4,2,0.4,0.2,0.5,0.459,0.378,0.653,3.2,0.5,1.3,1,1.9,0.514,0.536,0.6,0.9,0.7,1.3,0.3,1.5,57,9.9,-1.23,0.17,-1.06,0.7,7.2,94,31
349,371,Patrick McCaw,SG,GS,4,1.4,1.1,0.5,0.2,0.433,0.333,0.784,3.5,0.6,1.7,0.9,1.7,0.533,0.516,0.4,0.5,0.3,1.1,0.5,0.9,71,15.1,-3.09,-1.57,-4.66,-1.1,5.6,102.03,57
350,373,Anthony Brown,SF,NO/ORL,3.9,3,0.7,0.5,0.1,0.36,0.259,,4.5,0.6,2.5,1,2.1,0.478,0.43,0,0,0.7,2.3,0.5,1.4,11,14.5,-1.42,-0.34,-1.76,0.08,5.8,94.67,3
351,374,Jarell Martin,PF,MEM,3.9,3.9,0.2,0.4,0.2,0.384,0.36,0.8,3.6,0.2,0.6,1.2,3,0.389,0.414,1,1.2,1,2.9,0.7,2.2,42,13.3,-4.23,1.17,-3.06,0.02,6.9,97.39,23
352,375,Malik Beasley,SG,DEN,3.8,0.8,0.5,0.3,0,0.452,0.321,0.8,3.3,0.4,1.3,1.1,2,0.533,0.514,0.4,0.5,0.2,0.5,0.4,0.5,22,7.5,-1.74,0.21,-1.53,0.18,8.6,103.72,12
353,376,Kris Dunn,PG,MIN,3.8,2.1,2.4,1,0.5,0.377,0.288,0.61,4,0.3,0.9,1.2,3.1,0.404,0.411,0.5,0.8,0.3,1.8,1.1,2.3,78,17.1,-2.64,-0.41,-3.05,0.06,5.1,96.78,30
354,377,Jonas Jerebko,PF,BOS,3.8,3.5,0.9,0.3,0.2,0.435,0.346,0.703,3.4,0.6,1.7,0.9,1.7,0.523,0.521,0.3,0.5,0.8,2.7,0.5,1.6,78,15.8,-0.89,-0.14,-1.03,1.63,6.9,98.94,51
355,378,Malachi Richardson,SG,SAC,3.6,1,0.5,0.2,0,0.412,0.286,0.789,3.1,0.4,1.3,0.9,1.8,0.5,0.471,0.7,0.9,0.1,0.9,0.4,1,22,9,-2.29,-0.14,-2.43,0.09,5.7,96.63,9
356,379,Tyus Jones,PG,MIN,3.5,1.1,2.6,0.8,0.1,0.414,0.356,0.767,3,0.4,1.2,0.8,1.8,0.454,0.486,0.6,0.7,0.2,1,0.6,0.8,60,12.9,0.11,-0.34,-0.23,1.4,9.6,97.51,23
357,381,Adreian Payne,PF,MIN,3.5,1.8,0.4,0.4,0.4,0.426,0.2,0.737,3,0.2,0.8,1.1,2.2,0.513,0.454,0.8,1.1,0.5,1.3,0.4,1.8,18,7.5,-1.69,1.36,-0.33,0.24,8.2,96.52,5
358,382,Brian Roberts,PG,CHA,3.5,1,1.3,0.2,0,0.377,0.386,0.846,3,0.4,1.1,0.7,1.9,0.372,0.447,0.8,1,0.1,0.8,0.6,0.4,41,10.1,-2.62,-1.07,-3.69,-0.15,7.7,94.53,16
359,383,Rashad Vaughn,SG,MIL,3.5,1.2,0.6,0.5,0.2,0.365,0.321,0.4,3.8,0.6,2,0.8,1.8,0.413,0.449,0,0.1,0.1,1.1,0.3,0.8,41,11.2,-3.44,-0.89,-4.33,-0.35,5.2,96.36,18
360,384,Tyler Zeller,C,BOS,3.5,2.4,0.8,0.1,0.4,0.494,0,0.564,3.1,0,0,1.5,3.1,0.497,0.494,0.4,0.8,0.8,1.6,0.4,1.2,51,10.3,-2.5,0.2,-2.3,0.28,8.5,99.46,32
361,385,Kyle Anderson,SG,SA,3.4,2.9,1.3,0.7,0.4,0.445,0.375,0.789,2.9,0.2,0.6,1.1,2.3,0.462,0.481,0.6,0.8,0.5,2.4,0.5,0.9,72,14.2,-1.81,3.11,1.3,2.84,9.8,96.6,53
362,386,Dragan Bender,PF,PHX,3.4,2.4,0.5,0.2,0.5,0.354,0.277,0.364,3.7,0.7,2.3,0.7,1.4,0.483,0.441,0.1,0.3,0.5,1.9,0.7,1.7,43,13.3,-3.2,-0.68,-3.88,-0.28,3.3,100.06,13
363,387,Jose Calderon,PG,ATL/LAL,3.4,1.8,2.1,0.3,0,0.41,0.313,0.917,3.3,0.5,1.6,0.9,1.7,0.5,0.485,0.3,0.3,0.4,1.4,1,0.9,41,13.1,-2.4,-0.36,-2.76,0.12,7.7,98.89,15
364,388,Dejounte Murray,PG,SA,3.4,1.1,1.3,0.2,0.2,0.431,0.391,0.7,3.1,0.2,0.6,1.1,2.4,0.441,0.47,0.6,0.8,0.2,0.9,1,0.8,38,8.5,-1.97,-0.83,-2.8,0.07,7.5,96.05,29
365,389,Jared Sullinger,PF,TOR,3.4,2.5,0.3,0.4,0.1,0.319,0.167,0.5,4.3,0.3,1.6,1.1,2.6,0.414,0.351,0.4,0.7,0.9,1.5,0.4,1.5,11,10.7,-2.7,0.9,-1.8,0.1,2.7,96.58,2
366,390,Norris Cole,PG,OKC,3.3,0.8,1.1,0.6,0,0.308,0.231,0.8,4,0.2,1,1,3,0.333,0.337,0.6,0.8,0,0.8,0.5,1.4,13,9.6,-2.56,-0.48,-3.04,0.01,3.3,98.87,5
367,391,Darrun Hilliard,SG,DET,3.3,0.8,0.8,0.3,0.1,0.373,0.261,0.75,3.2,0.3,1.2,0.9,2.1,0.438,0.421,0.5,0.7,0.1,0.8,0.7,1,39,9.8,-3.2,-0.69,-3.89,-0.18,3.9,96.1,19
368,392,Nicolas Laprovittola,PG,SA,3.3,0.6,1.6,0.2,0.1,0.426,0.37,1,2.6,0.6,1.5,0.6,1.1,0.5,0.532,0.5,0.5,0.1,0.5,1.1,1.1,18,9.7,-1.52,-1.19,-2.71,0.04,6.3,95.31,15
369,395,Henry Ellenson,PF,DET,3.2,2.2,0.4,0.1,0.1,0.359,0.286,0.5,3.4,0.5,1.8,0.7,1.5,0.448,0.438,0.2,0.4,0.4,1.7,0.7,0.3,19,7.7,-2.32,0.38,-1.94,0.1,7.6,95.74,8
370,396,Paul Pierce,SF,LAC,3.2,1.9,0.4,0.2,0.2,0.4,0.349,0.769,2.8,0.6,1.7,0.5,1.1,0.481,0.507,0.4,0.5,0,1.9,0.6,1.6,25,11.1,-2.04,1.24,-0.8,0.4,4.4,97.71,16
371,397,Maurice Ndour,PF,NY,3.1,2,0.3,0.5,0.3,0.453,0.143,0.731,2.7,0,0.2,1.2,2.5,0.481,0.459,0.6,0.8,0.7,1.3,0.4,0.9,32,10.3,-1.94,-0.37,-2.31,0.07,6.9,97.61,10
372,398,Jakob Poeltl,C,TOR,3.1,3.1,0.2,0.3,0.4,0.583,,0.544,2.1,0,0,1.2,2.1,0.583,0.583,0.6,1.1,1.4,1.6,0.5,2.1,54,11.6,-2.36,1.09,-1.27,0.72,5.7,95.71,38
373,399,Briante Weber,PG,GS/CHA,3.1,1.3,1.1,0.6,0.1,0.417,0.1,0.688,3,0.1,0.5,1.2,2.5,0.48,0.425,0.6,0.8,0.4,0.9,0.4,0.8,20,10.3,-2.02,-1.29,-3.31,-0.02,7.2,91.12,12
374,400,Jarrett Jack,PG,NO,3,0,2.5,1,0,0.667,0,1,1.5,0,0.5,1,1,1,0.667,1,1,0,0,1.5,2,2,16.5,-1.85,0.01,-1.84,0.03,5.1,97.67,1
375,402,Sasha Vujacic,SG,NY,3,1.4,1.2,0.3,0,0.309,0.311,0.708,3.2,0.5,1.8,0.5,1.5,0.306,0.393,0.4,0.6,0.3,1.1,0.4,0.9,42,9.7,-2.35,0.26,-2.09,0.27,6.2,99.29,14
376,403,Lavoy Allen,PF,IND,2.9,3.6,0.9,0.3,0.4,0.458,0,0.697,2.8,0,0,1.3,2.7,0.461,0.458,0.4,0.5,1.7,1.9,0.5,1.3,61,14.3,-2.56,-0.91,-3.47,-0.19,6.9,97.83,31
377,404,Alan Anderson,SF,LAC,2.9,0.8,0.4,0.1,0,0.375,0.318,0.75,2.7,0.5,1.5,0.5,1.2,0.444,0.463,0.4,0.5,0.1,0.7,0.2,1.2,30,10.3,-2.62,-1.04,-3.66,-0.1,2.3,95.84,20
378,405,Andrew Bogut,C,CLE/DAL,2.9,8.1,1.8,0.5,0.9,0.469,0,0.273,3,0,0,1.4,3,0.475,0.469,0.1,0.4,2.1,6,1.6,3.2,27,21.6,-4.01,4.34,0.33,1.2,9.2,93.14,8
379,406,Semaj Christon,PG,OKC,2.9,1.4,2,0.4,0.1,0.345,0.19,0.548,3.5,0.2,1,1,2.5,0.406,0.372,0.3,0.5,0.3,1.1,0.7,1.2,64,15.2,-3.76,-1.69,-5.45,-1.4,4.2,97.09,36
380,407,Salah Mejri,C,DAL,2.9,4.2,0.2,0.4,0.8,0.642,0.333,0.59,1.9,0,0,1.2,1.8,0.649,0.646,0.5,0.8,1.3,2.9,0.5,2.1,73,12.4,-2.71,3.66,0.95,2.23,9.9,92.48,29
381,408,Fred VanVleet,PG,TOR,2.9,1.1,0.9,0.4,0.1,0.351,0.379,0.818,3,0.3,0.8,0.8,2.2,0.341,0.401,0.5,0.6,0.1,1,0.4,1,37,7.9,-2.44,0.83,-1.61,0.28,7.8,97.63,25
382,409,Jeff Withey,C,UTAH,2.9,2.4,0.1,0.3,0.6,0.534,0,0.75,2,0,0,1.1,2,0.539,0.534,0.7,0.9,1,1.4,0.3,1,51,8.5,-1.5,0.57,-0.93,0.58,9.6,95.93,33
383,410,Nicolas Brussino,SF,DAL,2.8,1.8,0.9,0.3,0.1,0.369,0.305,0.773,2.6,0.5,1.8,0.4,0.9,0.5,0.472,0.3,0.4,0.5,1.3,0.5,0.8,54,9.6,-2.42,-1.82,-4.24,-0.36,7.2,94.91,18
384,412,James Jones,SF,CLE,2.8,0.8,0.3,0.1,0.2,0.478,0.47,0.65,1.9,0.6,1.4,0.3,0.5,0.5,0.647,0.3,0.4,0.1,0.7,0.2,0.8,48,7.9,-0.91,-1.27,-2.18,0.23,6.7,96.58,28
385,413,James Michael McAdoo,PF,GS,2.8,1.8,0.3,0.3,0.6,0.53,0.25,0.5,2.3,0,0.2,1.2,2.1,0.55,0.538,0.4,0.8,0.7,1.1,0.4,0.9,52,8.8,-3.15,1.07,-2.08,0.31,7.7,99.46,43
386,414,Chinanu Onuaku,C,HOU,2.8,2,0.6,0.6,0.2,0.714,,1,1.4,0,0,1,1.4,0.714,0.714,0.8,0.8,0.4,1.6,0.8,1.2,5,10.4,-2.25,0.15,-2.1,0.04,7.2,101.79,2
387,415,Kyle Singler,SF,OKC,2.8,1.5,0.3,0.2,0.2,0.41,0.189,0.765,2.6,0.2,1.2,0.8,1.4,0.587,0.452,0.4,0.5,0.3,1.3,0.3,0.9,32,12,-3.25,0.9,-2.35,0.19,4.6,99.19,15
388,417,Okaro White,PF,MIA,2.8,2.3,0.6,0.3,0.3,0.379,0.353,0.909,2.5,0.3,1,0.6,1.5,0.396,0.448,0.6,0.6,0.7,1.6,0.5,1.5,35,13.5,-2.13,-0.03,-2.16,0.28,5,95.86,26
389,418,Omer Asik,C,NO,2.7,5.3,0.5,0.2,0.3,0.477,,0.59,2.1,0,0,1,2.1,0.477,0.477,0.7,1.3,1.5,3.7,0.5,1.6,31,15.5,-2.97,1.94,-1.03,0.65,7.3,99.64,12
390,419,DeAndre Bembry,SF,ATL,2.7,1.6,0.7,0.2,0.1,0.48,0.056,0.375,2.6,0,0.5,1.2,2.1,0.575,0.485,0.2,0.4,0.4,1.2,0.4,0.6,38,9.8,-2.72,-0.67,-3.39,-0.05,7.2,97.03,20
391,420,Marcelo Huertas,PG,LAL,2.7,1,2.3,0.4,0.1,0.368,0.211,0.529,3,0.2,0.8,0.9,2.1,0.429,0.397,0.4,0.7,0.1,1,0.8,0.7,23,10.3,-2.17,-1.25,-3.42,-0.05,6.6,101.12,5
392,421,Wesley Johnson,SF,LAC,2.7,2.7,0.3,0.4,0.4,0.365,0.246,0.647,2.9,0.4,1.7,0.6,1.2,0.537,0.438,0.2,0.3,0.4,2.3,0.3,1.2,68,11.9,-3.79,2.62,-1.17,1.01,6.7,98.1,40
393,422,Tomas Satoransky,SG,WSH,2.7,1.5,1.6,0.5,0.1,0.415,0.243,0.697,2.6,0.2,0.6,0.9,1.9,0.473,0.446,0.4,0.6,0.4,1,0.7,1.1,57,12.6,-2.1,1.08,-1.02,0.93,6.4,95.69,33
394,423,Christian Wood,PF,CHA,2.7,2.2,0.2,0.2,0.5,0.522,0,0.733,1.8,0,0.4,0.9,1.4,0.667,0.522,0.8,1.2,1.1,1.2,0.5,0.8,13,8.2,-2.06,0.97,-1.09,0.13,9.3,94.08,5
395,424,Bryn Forbes,SG,SA,2.6,0.6,0.6,0,0,0.364,0.321,0.833,2.8,0.5,1.5,0.5,1.3,0.413,0.449,0.1,0.2,0.1,0.6,0.3,0.6,36,7.9,-2.78,-1.62,-4.4,-0.22,4.8,95.86,24
396,425,Andrew Nicholson,PF,BKN/WSH,2.6,1.6,0.3,0.4,0.2,0.387,0.185,0.643,2.9,0.1,0.7,1,2.2,0.452,0.41,0.2,0.4,0.4,1.2,0.4,1.4,38,9,-3.54,-0.67,-4.21,-0.23,3.1,97.45,20
397,426,Bobby Brown,PG,HOU,2.5,0.2,0.6,0,0,0.383,0.4,1,2.4,0.6,1.4,0.4,1,0.36,0.5,0.1,0.1,0,0.2,0.2,0.2,25,4.9,-1.69,-1.18,-2.87,0.02,6.9,102.26,18
398,427,Pat Connaughton,SG,POR,2.5,1.3,0.7,0.2,0.1,0.514,0.515,0.778,1.8,0.4,0.8,0.5,1,0.513,0.632,0.2,0.2,0.3,1.1,0.4,0.6,39,8.1,-1.28,-0.79,-2.07,0.21,8.8,95.99,18
399,428,DeAndre Liggins,SG,CLE/DAL,2.5,1.7,0.9,0.8,0.2,0.387,0.37,0.625,2.3,0.3,0.7,0.6,1.5,0.396,0.447,0.4,0.6,0.3,1.4,0.7,1.3,62,12.5,-3.13,0.76,-2.37,0.37,4.6,97.12,40
400,429,Kevon Looney,C,GS,2.5,2.3,0.5,0.3,0.3,0.523,0.222,0.618,2,0,0.2,1,1.8,0.551,0.533,0.4,0.6,0.8,1.5,0.3,1.2,53,8.4,-2.03,1.05,-0.98,0.63,8.5,101.44,44
401,430,Raul Neto,PG,UTAH,2.5,0.8,0.9,0.5,0.1,0.451,0.323,0.889,2.3,0.3,0.8,0.8,1.5,0.517,0.505,0.2,0.2,0.1,0.7,0.4,1.2,40,8.7,-1.43,0.92,-0.51,0.53,6.2,95.77,24
402,431,Miles Plumlee,C,MIL/CHA,2.5,2.1,0.5,0.4,0.3,0.478,,0.641,2,0,0,1,2,0.478,0.478,0.6,0.9,0.8,1.3,0.7,1.6,45,10.8,-2.79,0.52,-2.27,0.25,4,95.64,19
403,432,Mike Scott,PF,ATL,2.5,2.1,0.9,0.2,0.2,0.288,0.148,0.875,3.3,0.2,1.5,0.7,1.8,0.406,0.322,0.4,0.4,0.6,1.5,0.4,0.7,18,10.8,-2.92,0.26,-2.66,0.06,5.8,97.93,7
404,433,Chris Andersen,C,CLE,2.3,2.6,0.4,0.4,0.6,0.409,0,0.714,1.8,0,0.3,0.8,1.6,0.474,0.409,0.8,1.2,0.8,1.8,0.4,1.7,12,9.5,-1.4,1.02,-0.38,0.2,6.3,96.5,8
405,434,Chris McCullough,PF,BKN/WSH,2.3,1.2,0.1,0.1,0.1,0.5,0.143,0.6,2,0.1,0.4,0.9,1.6,0.6,0.516,0.2,0.3,0.6,0.6,0.2,0.4,16,5,-1.58,0.18,-1.4,0.09,8.5,100.2,1
406,435,Greivis Vasquez,PG,BKN,2.3,0.7,1.7,0.3,0.3,0.25,0.333,0.667,2.7,0.3,1,0.3,1.7,0.2,0.313,0.7,1,0,0.7,0.3,2,3,13,-1.77,-0.38,-2.15,0.03,0.9,102.41,1
407,436,Metta World Peace,SF,LAL,2.3,0.8,0.4,0.4,0.1,0.279,0.237,0.625,2.7,0.4,1.5,0.4,1.2,0.333,0.346,0.4,0.6,0.2,0.6,0.3,0.7,25,6.4,-2.61,0.53,-2.08,0.11,2.9,97.7,8
408,437,James Young,SG,BOS,2.3,0.9,0.1,0.3,0.1,0.431,0.343,0.667,2,0.4,1.2,0.4,0.8,0.565,0.534,0.2,0.3,0.2,0.7,0.1,0.5,29,7.6,-1.88,-0.28,-2.16,0.14,6.4,100.01,16
409,439,Jake Layman,SF,POR,2.2,0.7,0.3,0.3,0.1,0.292,0.255,0.765,2.5,0.4,1.5,0.4,1.1,0.342,0.365,0.4,0.5,0.2,0.5,0.3,0.6,35,7.1,-2.99,-0.03,-3.02,0.02,2.5,98.83,16
